序号,单词,音标,释义
430,smug,/sm?ɡ/,"自鸣得意的  If you say that someone is smug, you are criticizing the fact they seem very pleased with how
good, clever, or lucky they are."
431,lofty,/?l?ft?/,"高傲的   If  you  say  that  someone  behaves  in  a  lofty  way,  you  are  critical  of  them  for  behaving  in  a  proud
and somewhat overbearing way, as if they think they are very important."
432,dense,/d?ns/,(文章)  复杂难懂的  (of a text) hard to understand because of complexity of ideas
433,altercation,/???   lt??ke???n/,吵嘴;  争辩  An altercation is a noisy argument or disagreement.
434,obsolete,/??bs??li?   t/,"废弃的， 淘汰的； 过时的   no  longer  useful,  because  something  newer  and  better  has  been  invented ：
out-of-date"
435,catch-22,/?k?t? tw?nti?     ?tu?   /,"左右为难，无法摆脱的困境，进退维谷  an impossible situation that you cannot solve because you need to do
one thing in order to do a second thing, but you cannot do the first thing until you have done the second"
436,retribution,/?r?tr??bju?   ??n/,惩罚，报应     punishment for doing sth wrong：  reprisal，  revenge  ，vengeance
437,berserk,/b?'z??   k/,狂怒的; (激动得)控制不住的;  疯狂的  out of control with anger or excitement; wild or frenzied
438,studious,/?stju?   d??s/,好学的，勤奋的，用功的  spending a lot of time studying and reading
439,sedulous,/?s?dj?l?s/,聚精会神的;  勤奋的  constant or persistent in use or attention; assiduous; diligent
440,turmoil,/?t??   m??l/,"混乱;  骚乱  Turmoil is a state of confusion, disorder, uncertainty, or great anxiety."
441,validate,/?v?l??de?t/,"证实；使生效；使合法化  to prove that something is true or correct, or to make a document or agreement
officially and legally acceptable SYN confirm"
442,fulsome,/?f?ls?m/,"1.  过分恭维的,  奉承的,  谄媚的  complimentary or flattering to an excessive degree
2.  大量的,  丰富的;  充足的  of large size or quantity; generous or abundant
3. (尤指因过分虚假、伪善等而)  令人作呕的,  令人厌恶的  aesthetically, morally, or generally offensive"
443,hardship,/?hɑ?   d??p/,"艰苦， 贫困   something  that  makes  your  life  difficult  or  unpleasant,  especially  a  lack  of  money,  or  the
condition of having a difficult life"
444,essential,/??s?n??l/,极其重要的；必不可少的  extremely important and necessary
445,impervious,/?m?p??   v??s/,"1.  不受影响的；无动于衷的  not affected or influenced by something and seeming not to notice it
2.  不能进入的，不能穿过的  not allowing anything to enter or pass through"
446,concord,/?k?nk??   d/,一致；和谐；协调     the state of agreement or harmony between people or groups
447,liberality,/?l?b??r?l?t?/,"1.  慷慨大方,  大手大脚  the quality of giving or spending freely
2.  思想开放  the quality of being open to new ideas and free from prejudice"
448,fugacious,/fju:'ɡei??s/,转瞬即逝的;  短暂的; passing quickly away; transitory; fleeting
449,variable,/?v??r??b?l/,易变的，多变的  likely to change often
450,peevish,/?pi?   v??/,易怒的;  脾气坏的  Someone who is peevish is bad-tempered.
451,lack,/l?k/,"没有,  缺少  to be without or deficient in something"
452,ferment,/f?:'ment/,"(尤指因政治变革引起的)动乱，骚动  a situation of great excitement or trouble in a country, especially caused
by political change"
453,hindrance,/?h?ndr?ns/,起阻碍作用的人[事]；阻碍者；障碍物  something or someone that makes it difficult for you to do something
454,plaudit,/'pl?:dit/,"1.  拍手, (鼓掌)喝彩  an act or round of applause
2.  称赞,  赞扬,  赞美  enthusiastic approval"
455,nitpick,/'nitpik/,挑剔  be overly critical; criticize minor details：  carp，  cavil
456,tame,/te?m/,"1.   听使唤的；温顺的   used  to  describe  a  person  who  is  willing  to  do  what  other  people  ask,  even  if  it  is slightly dishonest
2.  平淡的；枯燥乏味的  dull and disappointing"
457,edacious,/i'dei??s/,贪吃的;  狼吞虎咽的;  贪婪的  devoted to eating; voracious; greedy
458,retrieve,/r??tri?   v/,"找回;  取回  If you retrieve something, you get it back from the place where you left it."
459,legion,/?li?   d??n/,众多，大批，无数  a large number
460,imperturbable,/??mp??   ?t??   b?b?l/,沉着的，冷静的  very calm : very hard to disturb or upset
461,sorrowful,/?s?r??f?l/,伤心的，悲伤的  very sad
462,watchful,/?w?t?f?l/,"留心的；警惕的，提防的   very careful to notice what is happening,  and to make sure that everything is all right"
463,petulant,/?p?tj?l?nt/,"任性的；耍孩子脾气的；脾气暴躁的  behaving in an unreasonably impatient and angry way, like a child"
464,arrogant,/??r?ɡ?nt/,"傲慢的,  自大的   behaving  in  an  unpleasant  or  rude  way  because  you  think  you  are  more  important  than
other people"
465,derogatory,/d??r?ɡ?t?r?/,"贬低的,  侮辱的  If you make a derogatory remark or comment about someone or something, you express
your low opinion of them."
466,recalcitrant,/r??k?ls?tr?nt/,不顺从的，桀骜不驯的  unwilling to obey orders or are difficult to deal with：unruly
467,tautology,/t??   ?t?l?d??/,"同义反复，赘述  a statement in which you say the same thing twice using different words in a way which is
not necessary"
468,frugality,/fru:'ɡ?l?ti/,节俭，节约  prudence in avoiding waste
469,portentous,/p??   ?t?nt?s/,"预示未来的； 凶兆的， 征兆不祥的    showing  that  something  important  is  going  to  happen,  especially
something bad"
470,bilk,/b?lk/,"骗取  To bilk someone out of something, especially money, means to cheat them out of it."
471,grueling,/'ɡru?li?/,"使人精疲力竭的     very difficult; requiring great effort: arduous, demanding, trying"
472,catastrophe,/k??t?str?f?/,"灾难，大祸，严重的不幸  a terrible event in which there is a lot of destruction, suffering, or death：disaster"
473,quaint,/kwe?nt/,"奇特而有趣的,  古色古香的  unusual and attractive, especially in an old-fashioned way"
474,verbose,/v??   ?b??s/,啰唆的，累赘的，冗长的  using or containing too many words than necessary
475,sarcasm,/?sɑ?   k?z?m/,"讽刺,  挖苦,  嘲笑  the use of irony to mock or convey contempt"
476,defile,/d?'fa?l/,"污损，污染，亵渎  to make something less pure and good, especially by showing no respect"
477,stimulating,/'st?mjulet??/,"1.  使人兴奋的；饶有趣味的；充满新思想的  exciting or full of new ideas
2.  增加活力的，让人兴奋的  making you feel more active"
478,extrapolate,/?k?str?p??le?t/,(从已知事实)推断  to form an opinion or to make an estimate about something from known facts
479,intricacy,/??ntr?k?s?/,复杂  the complicated parts or details of something such as a system or problem
480,preamble,/pri?   ??mb?l/,"(书、文件、讲话的)前言，序言；开场白  a statement at the beginning of a book, document, or talk, explaining
what it is about"
481,a wealth of,/w?lθ/,a wealth of sth:  丰富的某物  a lot of something useful or good
482,complicated,/?k?mpl??ke?t?d/,"难懂的；难处理的  difficult to understand or deal with, because many parts or details are involved"
483,profligacy,/?pr?fl?ɡ?s?/,挥霍;  浪费  Profligacy is the spending of too much money or the using of too much of something.
484,disgruntled,/d?s?ɡr?nt?ld/,"(尤因事情未如所愿发生而)失望的，不满的   annoyed  or  disappointed,  especially  because  things  have  not
happened in the way that you wanted  ：  discontented，dissatisfied"
485,cryptic,/?kr?pt?k/,含义隐晦的     difficult to understand :    having     a meaning that is mysterious     or not easily understood .
486,presentiment,/pr??z?nt?m?nt/,"(尤指不祥的)预感  a strange feeling that something is going to happen, especially something bad"
487,prologue,/?pr??l?ɡ/,"前言,  序文  the preface or introduction to a literary work"
488,inviolable,/?n?va??l?b?l/,"(权利、法律、原则等)不可违背的，不可侵犯的  an inviolable right, law, principle etc is extremely important and
should be treated with respect and not broken or removed"
489,remorseful,/ri'm?:sful/,"懊悔的;  悔恨的  If you are remorseful, you feel very guilty and sorry about something wrong that you have
done."
490,subsidiary,/s?b?s?d??r?/,"附属的；次要的,  不重要的  related to something else but less important than it"
491,disloyalty,/d?s?l???lt?/,"不忠,  背信弃义  lack of loyalty"
492,miserly,/?ma?z?l?/,"1.  极少的;  少的可怜的  a miserly amount or quantity is one that is much too small
2.  吝啬的，小气的，爱钱如命的  a miserly person is not generous and does not like spending money"
493,revoke,/r??v??k/,"撤销;   废除   When  people  in  authority  revoke  something  such  as  a  licence,  a  law,  or  an  agreement,  they
cancel it."
494,reprisal,/r??pra?z?l/,"报复；报复行动   something  violent  or  harmful  which you  do  to  punish  someone  for  something  bad they have done to you：revenge, retaliation"
495,garnish,/?ɡɑ?   n??/,"装饰,  点缀(某物,  尤指食物) to decorate or embellish food"
496,predict,/pr??d?kt/,"预言，预料，预测  to say that something will happen, before it happens"
497,delay,/d??le?/,"推迟  If you delay doing something, you do not do it immediately or at the planned or expected time, but
you leave it until later."
498,celebrate,/?s?l??bre?t/,赞扬，赞美，歌颂  to praise someone or something
499,predisposition,/?pri?   d?sp??z???n/,"( 行为方式的) 倾向； 易患某疾病的倾向( 体质)  a  tendency  to  behave  in  a  particular  way  or  suffer  from  a
particular illness"
500,involved,/?n?v?lvd/,"复杂难懂的   If  a  situation  or  activity  is  involved,  it  has  a  lot  of  different  parts  or  aspects,  often  making  it
difficult to understand, explain, or do."
501,composed,/k?m?p??zd/,"镇定的;  泰然自若的  If someone is composed, they are calm and able to control their feelings."
502,dull,/d?l/,无聊的，枯燥的  not interesting or exciting：boring
503,dissipate,/?d?s??pe?t/,"1. (使)消散  to gradually become less or weaker before disappearing completely, or to make something do this
2.  浪费  to waste something valuable such as time, money, or energy"
504,plea,/pli?   /,恳求，请求  a request that is urgent or full of emotion
505,unanimity,/?ju?   n??n?m?t?/,一致同意  a state or situation of complete agreement among a group of people
506,circumlocution,/?s??   k?ml??kju?   ??n/,"托词;   推诿的话   A  circumlocution  is  a  way  of  saying  or  writing  something  using  more  words  than  are
necessary instead of being clear and direct."
507,adjuration,"/,?d?u?'rei??n/",恳求，祈求  a solemn and earnest appeal to someone to do something
508,cozen,/?k?z?n/,欺骗，哄骗  to trick or deceive someone
509,defer,/d??f??   /,"推迟  If you defer an event or action, you arrange for it to happen at a later date, rather than immediately
or at the previously planned time."
510,touchy,/?t?t??/,"敏感的;  易生气的   If  you  describe  someone  as  touchy,  you  mean  that  they  are  easily  upset,  offended,  or
irritated."
511,unflappable,/?n?fl?p?b?l/,"临危不乱的，镇定自若的  having the ability to stay calm and not become upset, even in difficult situations"
512,pliant,/?pla??nt/,温顺的；容易摆布的  easily influenced and controlled by other people
513,applicable,/??pl?k?b?l/,适用的  Something that is applicable to a particular situation is relevant to it or can be applied to it.
514,traduce,/tr??dju?   s/,"诽谤,  中伤,  诋毁  to speak badly of or tell lies about someone so as to damage their reputation"
515,fulsome,/?f?ls?m/,"1.  过分恭维的,  奉承的,  谄媚的  complimentary or flattering to an excessive degree
2.  大量的,  丰富的;  充足的  of large size or quantity; generous or abundant
3. (尤指因过分虚假、伪善等而)  令人作呕的,  令人厌恶的  aesthetically, morally, or generally offensive"
516,abstinent,/'?bstin?nt/,"( 人 )( 尤 指 对 酒 ) 有 节 制 的    (of  a  person)  refraining  from  an  activity  or  from  the  use  of  enjoyment  of
something, typically alcohol"
517,biddable,/?b?d?b?l/,"顺从的,  听话的，易管教的  willing to do whatever someone tells you to do: easily taught, led, or controlled"
518,jeer,/d???/,"嘲笑；嘲弄  to laugh at someone or shout unkind things at them  in a way that shows you do not respect
them"
519,abstention,/?b?st?n??n/,"1.  弃权  an act of not voting for or against something
2.  节制,  戒酒  the fact or practice of restraining oneself from indulging in something; abstinence"
520,augury,/???   ɡj?r?/,前兆，预兆，征兆  a sign of what will happen in the future
521,listless,/?l?stl?s/,倦怠的，无精打采的，懒洋洋的  feeling tired and not interested in things
522,furious,/?fj??r??s/,狂怒的  extremely angry
523,cross,/kr?s/,生气的；恼怒的  angry or annoyed
524,evocative,/??v?k?t?v/,"唤起地  bringing thoughts, memories, or feelings into the mind"
525,decadence,/'dek?d?n/,"堕落， 颓废   behaviour  that  shows  that  someone  has  low  moral  standards  and  is  more  concerned  with
pleasure than serious matters"
526,transgression,/tr?ns'ɡre??n/,犯罪；违反  the act of transgressing; the violation of a law or a duty or moral principle
527,calamity,/k??l?m?t?/,灾难，祸患  a terrible and unexpected event that causes a lot of damage or suffering：disaster
528,subdued,/s?b?dju?   d/,抑郁的；沉默寡言的；闷闷不乐的  unusually quiet and slightly sad or worried
529,vigilant,/?v?d??l?nt/,"警 惕 的        Someone  who  is  vigilant  gives  careful  attention  to  a  particular  problem  or  situation  and
concentrates on noticing any danger or trouble that there might be."
530,amity,/??m?t?/,"(尤指两国之间的)友好，和睦  friendship, especially between countries"
531,ruminate,/?ru?   m??ne?t/,"1.  认真思考  If you ruminate on/over something, you think about it very carefully.
2. (动物)反刍  When animals ruminate, they bring food back from their stomach into their mouth and chew
it again."
532,forebode,/f?:'b?ud/,"预警;  预示  to warn of or indicate (an event, result, etc) in advance"
533,beneficent,/b??n?f?s?nt/,"行善的；有帮助的，有助益的  doing or producing good, especially performing acts of kindness and charity"
534,abrogate,/??br???ɡe?t/,"废除   If  someone  in  a  position  of  authority  abrogates  something  such  as  a  law,  agreement,  or  practice,
they put an end to it."
535,uprising,/??p?ra?z??/,"起义,   暴动   a  usually  violent  effort  by  many  people  to  change  the  government  or  leader  of  a  country：
rebellion, revolt"
536,covetous,/?k?v?t?s/,贪婪的；垂涎的  having a very strong desire to have something that someone else has
537,travail,/?tr?ve?l/,"艰难的处境；艰苦的劳动  a difficult or unpleasant situation, or very tiring work"
538,vibrant,/?va?br?nt/,充满活力的，精力充沛的  full of activity or energy in a way that is exciting and attractive
539,saccharine,/?s?k??ra?n/,"1.  过分甜蜜的,  故做多情的  excessively sweet or sentimental
2.  含糖的,  甜得发腻的  relating to or containing sugar; sugary"
540,jibe,/d?a?b/,"嘲讽   To  jibe  means  to  say  something  rude  or  insulting  that  is  intended  to  make  another  person  look
foolish."
541,devotional,/d??v????n?l/,"和宗教仪式有关的；用于宗教仪式的;  虔诚的,  神圣的  relating to or used in religious services"
542,quash,/kw??/,"1.  宣布〔判决或决定〕不再有效；废除，撤销  to officially say that a legal judgment or decision is no longer acceptable or correct : overturn
2.  制止；阻止；平息  to say or do something to stop something from continuing"
543,caviling,?k?v?l/,吹毛求疵  to complain about things that are not important
544,savory,/?se?v?r?/,"可口的,  美味的  having a pleasant taste or smell"
545,contrived,/k?n?tra?vd/,"1.  刻意制造的,  精心打造的  deliberately created rather than arising naturally or spontaneously
2.  给人以虚假感觉;  不自然的;  不真实的  giving a sense of artificiality"
546,fortitude,/?f??   t??tju?   d/,刚毅；不屈不挠  strength of mind that enables one to endure adversity with courage
547,nonchalance,/'n?n??l?ns/,冷漠  a trait of remaining calm and seeming not to care;     a casual lack of concern
548,susceptible,/s??s?pt?b?l/,"易受… 影响的   If  you  are  susceptible  to  something  or  someone,  you  are  very  likely  to  be  influenced  by
them."
549,unruly,/?n?ru?   l?/,"(尤指儿童)难管教的,  难驾驭的     If  you describe  people,  especially  children,  as  unruly,  you  mean that  they
behave badly and are difficult to control."
550,grieve,/ɡri?   v/,"感到悲痛  If you grieve over something, especially someone's death, you feel very sad about it."
551,traitor,/?tre?t?/,"卖国者；叛徒，背叛者  someone who is not loyal to their country, friends, or beliefs"
552,headstrong,/?h?d?str??/,"倔强的，固执的  very determined to do what you want, even when other people advise you not to do it"
553,greedy,/?ɡri?   d?/,"贪婪的,  贪心的  having or showing an intense and selfish desire for something, especially wealth or power"
554,cautious,/?k??   ??s/,小心的，谨慎的，慎重的  careful to avoid danger or risks
555,clamor,/'kl?m?/,"强烈要求  If people are clamouring for something, they are demanding it in a noisy or angry way."
556,taunt,/t??   nt/,(用言语)  挑衅，侮辱，嘲弄，奚落  to try to make someone angry or upset by saying unkind things to them
557,fervid,/'f?:vid/,"(过分)热情(或热诚、热烈、强烈)的  intensely enthusiastic or passionate, especially to an excessive degree"
558,inkling,/???kl??/,"1.  细微的迹象,  暗示  a slight indication or suggestion：hint, clue
2.  模糊的想法,  略知  a slight knowledge or vague notion"
559,colossal,/k??l?s?l/,巨大的，庞大的  used to emphasize that something is extremely large
560,intractable,/?n?tr?kt?b?l/,"棘手的  not easily managed, controlled, or solved"
561,ruffian,/?r?f??n/,"流氓，暴徒  a violent man, involved in crime"
562,extemporize,/?k?st?mp??ra?z/,临场[即席]讲话；即兴表演  to speak or perform without preparation or practice
563,languid,/?l??ɡw?d/,"无精打采的  If you describe someone as languid, you mean that they show little energy or interest and are
very slow and casual in their movements."
564,submissive,/s?b?m?s?v/,"服从的，顺从的；恭顺的  always willing to obey someone and never disagreeing with them, even if they are
unkind to you"
565,trite,/tra?t/,陈腐的    hackneyed or boring from much use : not fresh or original
566,propound,/pr??pa?nd/,"提出(观点、解释等)供考虑  to suggest an idea, explanation etc for other people to consider"
567,glorify,/?ɡl??   r??fa?/,"美化  To glorify something means to praise it or make it seem good or special, usually when it is not."
568,wheedle,/?wi?   d?l/,"哄骗;  劝诱  If you say that someone wheedles, you mean that they try to persuade someone to do or give
them what they want, for example, by saying nice things that they do not mean."
569,rapport,/r??p??   /,融洽，和睦关系  friendly agreement and understanding between people
570,embellished,/?m?b?l??/,"1.  装饰  to make beautiful with ornamentation : decorate
2.  给(故事或敍述)添枝加叶；对…加以渲染  to make a story or statement more interesting by adding details
that are not true：embroider"
571,mutinous,/?mju?   t?n?s/,"抗命的，反抗的； 桀骜不驯的   showing  by  your  behaviour  or  appearance  that  you  do  not  want  to  obey
someone：rebellious"
572,insinuation,"/in,sinju'ei??n/",影射，暗示  an indirect (and usually malicious) implication：innuendo
573,unremitting,/??nr??m?t??/,"不松懈的,  不间断的  never relaxing or slackening; incessant"
574,nettle,/'netl/,"使恼怒  If you are nettled by something, you are annoyed or offended by it."
575,subdued,/s?b?dju?   d/,抑郁的；沉默寡言的；闷闷不乐的  unusually quiet and slightly sad or worried
576,sullen,/?s?l?n/,"闷闷不乐的，怒的  angry and silent, especially because you feel life has been unfair to you"
577,syncopate,/?s??k??pe?t/,"1. (音乐、节律的) displace the beats or accents in (music or rhythm) so that strong beats become weak and vice versa
2.  缩短,  缩写  to cut short：clip, abbreviate"
578,discomfit,/dis'k?mfit/,"1.  使窘迫，使尴尬  to make someone feel slightly uncomfortable, annoyed, or embarrassed
2.  打乱(计划等);  挫败,  使受挫折  to frustrate the plans of : thwart
3.  击败,  打败  to defeat in battle"
579,unethical,/?n??θ?k?l/,"不道德的  morally wrong or against accepted standards of behavior, especially in a particular profession"
580,malignant,/m??l?ɡn?nt/,"1.恶毒的                  If  you  say  that  someone  is  malignant,  you  think  they  are  cruel  and  like  to  cause  harm.
2.恶性的                  A malignant tumour or disease is out of control and likely to cause death."
581,militant,/?m?l?t?nt/,"(组织或人)  好斗的，暴力的，激进的   a  militant  organization  or  person  is  willing  to  use  strong  or  violent
action in order to achieve political or social change"
582,gingerly,/?d??nd??l?/,小心谨慎的  very cautious or careful
583,perquisite,/?p??   kw?z?t/,"特殊待遇,  特权  an advantage or benefit following from a job or situation：perk"
584,pertinacious,/?p??   t??ne???s/,坚定的，坚持的  determined to achieve a particular aim in spite of difficulties or opposition：tenacious
585,belittle,/b??l?t?l/,轻视；贬低  to make someone or something seem small or unimportant
586,fiasco,/f???sk??/,"彻底的失败     If you describe an event or attempt to do something as a fiasco, you are emphasizing that it
fails completely."
587,surly,/?s??   l?/,粗暴的  Someone who is surly behaves in a rude bad-tempered way.
588,inflammatory,/?n?fl?m?t?r?/,"煽动性的  tending to excite anger, disorder, or tumult : seditious"
589,bicker,/?b?k?/,"(尤指为琐事)争吵，发生口角  to argue, especially about something very unimportant"
590,plight,/pla?t/,"险境,  困境,  苦难  a dangerous, difficult, or otherwise unfortunate situation"
591,dexterity,/d?k?st?r?t?/,"(手或心思)灵巧  Dexterity is skill in using your hands, or sometimes your mind."
592,fable,/?fe?b?l/,寓言  A fable is a story which teaches a moral lesson.
593,rile,/ra?l/,激怒，使非常生气  to make someone extremely angry
594,dismayed,/d?s'me?d/,"担心的，失望的，忧虑的  worried, disappointed, and upset when something unpleasant happens"
595,pioneer,/?pa???n??/,"先驱，先锋，创始人  someone who is important in the early development of something, and whose work or
ideas are later developed by other people"
596,hinder,/'h?nd?/,阻碍，妨碍  to stop someone or something from making progress or developing：hamper
597,devastation,"/,dev?'stei??n/",毁坏  Devastation is severe and widespread destruction or damage.
598,unscrupulous,/?n?skru?   pj?l?s/,"不诚实的;   不道德的   if  you  describe  a  person  as  unscrupulous,  you  are  critical  of  the  fact  that  they  are
prepared to act in a dishonest or immoral way in order to get what they want."
599,genesis,/?d??n?s?s/,"(事物的)开端;  诞生;  创始  The genesis of something is its beginning, birth, or creation."
600,ludicrous,/?lu?   d?kr?s/,"滑稽有趣的,  荒唐可笑的  so foolish, unreasonable, or    unsuitable as to be amusing"
601,slavish,/?sle?v??/,"1.  奴隶般的;  卑贱低下的;  奴性的  relating to or characteristic of a slave, typically by behaving in a servile or submissive way
2.  无独创性的,  盲从的  showing no attempt at originality, constructive interpretation, or development"
602,cacophonous,/k?'k?f?n?s/,刺耳的  having an unpleasant sound：cacophonic
603,resurge,/ri's?:d?/,"复活,  恢复  to rise again from or as if from the dead"
604,miniature,/?m?n?t??/,很小的，微型的  much smaller than normal
605,atomic,/??t?m?k/,"1.  原子能的；与原子能有关的  relating to the energy produced by splitting atoms or the weapons that use this energy
2.  微小的,  极小的  very small: infinitesimal"
606,ornate,/??   ?ne?t/,"1.  装饰华丽的   An ornate building, piece of furniture,  or object  is decorated with complicated patterns or shapes.
2.  华美的，绚丽的  using many fancy words"
607,cling to,/kl??/,"1.  坚持，墨守(某事物) to continue to believe or do something, even though it may not be true or useful any longer
2.  紧紧抓住(权力等)不放  to stay in a position of power or stay ahead, when this is difficult,  or to try to do
this"
608,relevant,/?r?l?v?nt/,"相关的,  恰当的  important and directly connected to what is being discussed or considered"
609,parasite,/?p?r??sa?t/,"1.  靠他人为生的人，寄生虫  a lazy person who does not work but depends on other people  –  used to show disapproval
2.  谄媚者,  奉承者  a person who exploits the hospitality of the rich and earns welcome by flattery"
610,prelude,/pr??klu?   d/,阻止     to prevent something from happening
611,pittance,/?p?t?ns/,"微薄的工资；极少的钱  a very small amount of money, especially wages, that is less than someone needs or
deserves"
612,conflagration,/?k?nfl??ɡre???n/,"大火  a very large fire that destroys a lot of buildings, forests etc"
613,artifice,/?ɑ?   t?f?s/,狡诈，施谋用计  the use of clever tricks to deceive someone
614,deficit,/?d?f?s?t/,"亏损;  赤字  A deficit is the amount by which something is less than what is required or expected, especially
the amount by which the total money received is less than the total money spent."
615,sacred,/?se?kr?d/,神圣的  worthy of religious veneration
616,resigned,/r??za?nd/,"逆 来 顺 受 的 ,   顺 从 的    If  you  are  resigned  to  an  unpleasant  situation  or  fact,  you  accept  it  without
complaining because you realize that you cannot change it."
617,revenge,/r??v?nd?/,报复，报仇  something you do in order to punish someone who has harmed or offended you
618,offspring,/??f?spr??/,子女;  幼崽  You can refer to a person's children or to an animal's young as their offspring.
619,confuse,/k?n?fju?   z/,"使迷惑,  使困惑  to cause someone to become bewildered or perplexed"
620,barricade,/?b?r??ke?d/,"(临时的)路障，街垒   a  temporary  wall  or  fence  across  a  road,  door  etc  that  prevents  people  from  going
through"
621,paramount,/?p?r??ma?nt/,至高无上的，最重要的  more important than anything else
622,debacle,/d??bɑk?l/,彻底失败  A debacle is an event or attempt that is a complete failure.
623,vengeance,/?v?nd??ns/,"报仇，报复，复仇  a violent or harmful action that someone does to punish someone for harming them or
their family：revenge"
624,humbuggery,"/'h?m,b?ɡ?ri/",诈欺；欺骗  something designed to deceive and mislead
625,affected,/??f?kt?d/,做作的  not natural  ：  artificial，  bogus，  contrived
626,grandiloquent,/ɡr?n?d?l?kw?nt/,言辞浮夸的，卖弄辞藻的  using words that are too long and formal in order to sound important：pompous
627,dismal,/?d?zm?l/,"1.  沮丧的,  忧伤的  showing or causing gloom or depression
2.  差劲的，不成功的，糟糕的  lacking merit: particularly bad"
628,sociable,/?s????b?l/,好交际的，喜欢与人交往的  Sociable people are friendly and enjoy enjoy being with other people
629,hermetic,/h?:'metik/,"1.封闭的;  与世隔绝的  You use hermetic to describe something which you disapprove of because it seems to           be          totally           separate          from           other           people           and          things           in          society.
2.relating to or characterized by occultism or abstruseness : recondite"
630,invariable,/?n?v??r??b?l/,不变的;  恒定的  never changing or capable of change
631,upbraid,/?p?bre?d/,"挑剔;  责骂,  申诉  to criticize severely; find fault with"
632,slothful,/?sl??θf?l/,懒惰的  Someone who is slothful is lazy and unwilling to make an effort to work.
633,tantrum,/?t?ntr?m/,"发脾气  If a child has a tantrum, they lose their temper in a noisy and uncontrolled way. If you say that an
adult is throwing a tantrum, you are criticizing them for losing their temper and acting in a childish way."
634,malefaction,"/,m?li'f?k??n/",罪行；罪恶；犯罪行为  an evil deed
635,generosity,/?d??n??r?s?t?/,"慷慨  If you refer to someone's generosity, you mean that they are generous, especially in doing or givin
more than is usual or expected."
636,disconsolate,/d?s?k?ns?l?t/,郁郁不乐的  very unhappy and depressed
637,penitent,/?p?n?t?nt/,"后悔的；悔过的；忏悔的  feeling very sorry because you have done something wrong, and are intending not
to do it again：repentant"
638,husbandly,/'h?zb?ndli/,节俭的  to use sparingly
639,mettle,/?m?t?l/,勇气，奋斗精神  courage and determination to do something even when it is very difficult
640,argumentative,/?ɑ?   ɡj??m?nt?t?v/,好辩的，好争吵的  someone who is argumentative often argues or likes arguing
641,entrenched,/?n?tr?nt?/,"根深蒂固的  If something such as power, a custom, or an idea is entrenched, it is firmly established, so tha
it would be difficult to change it."
642,penchant,/'pent??nt/,"特别的喜好     If someone has a penchant for something, they have a special liking for it or a tendency to do
it."
643,squalid,/?skw?l?d/,"1. (因无人料理或缺钱而)非常肮脏的  very dirty and unpleasant because of a lack of care or money
2.  道德败坏的；卑鄙的；不诚实的  immoral or dishonest"
644,chicanery,/???ke?n?r?/,诡计，欺骗，诈骗  the use of clever plans or actions to deceive people
645,factitious,/f?k?t???s/,人工的  artificial rather than natural
646,prefatory,/?pr?f??t??   r??l/,"前言的;  导言的  of, involving, or serving as a preface; introductory"
647,daredevil,/?d???d?v?l/,铤而走险的人，蛮勇的人  someone who likes doing dangerous things
648,rescind,/r??s?nd/,"撤销，  (政府或掌权团体)废除(法律或协议);       If a government or a group of people in power rescind a law or
agreement, they officially withdraw it and state that it is no longer valid."
649,vituperate,/vi'tju:p?reit/,辱骂;  谩骂  to berate or rail (against) abusively; revile
650,euphony,/?ju?   f?n?/,"悦耳,  动听  the quality of being pleasing to the ear"
651,dexterous,/?d?kstr?s/,(手)灵巧的  Someone who is dexterous is very skilful and clever with their hands.
652,complex,/'k?mpleks/,复杂的；难以理解的  consisting of many different parts and often difficult to understand
653,aloof,/??lu?   f/,冷漠的[地]；疏远的[地] unfriendly and deliberately not talking to other people
654,stealthy,/?st?lθ?/,"暗中进行的,  隐秘的,  偷偷摸摸的  behaving, done, or made in a cautious and surreptitious manner, so as no
to be seen or heard"
655,haughty,/?h??   t?/,"傲慢的,  盛气凌人的  arrogantly superior and disdainful"
656,decimation,"/,desi'mei??n/",大批杀害  destroying or killing a large part of the population
657,havoc,/?h?v?k/,"大破坏,  大毁灭  wide and general destruction：devastation"
658,solicit,/s??l?s?t/,"请求；恳求；乞求  to ask someone for money, help, or information"
659,irritable,/??r?t?b?l/,"易怒的  getting annoyed quickly or easily：crabby, grumpy, bad-tempered"
660,repeal,/r??pi?   l/,"撤销;  废止  (法令)    If the government repeals a law, it officially ends it, so that it is no longer valid."
661,wily,/?wa?l?/,"诡计多端的；狡诈的  clever at getting what you want, especially by tricking people：cunning"
662,metamorphosis,/?m?t??m??   f?s?s/,"彻底的变化， 质变   a  process  in  which  something  changes  completely  into  something  very  different ：
transformation"
663,cerebration,/?s?r??bre???n/,思考  the act of thinking; consideration; thought
664,shirk,/???   k/,"逃避  If someone shirks their responsibility or duty, they do not do what they have a responsibility to do."
665,soporific,/?s?p??r?f?k/,催眠的  Something that is soporific makes you feel sleepy.
666,ample,/??mp?l/,"足够的;  充裕的,  丰富的  enough or more than enough; plentiful"
667,homage,/?h?m?d?/,"崇敬  Homage is respect shown toward someone or something you admire, or to a person in authority."
668,excursion,/?k?sk??   ??n/,"1.  偏移;  离题  a deviation from a regular pattern, path, or level of operation：digression
2.  远足,  短途旅行  a short journey or trip, especially one engaged in as a leisure activity"
