序号,单词,音标,释义
409,hand-wringing,[hænd] [rɪŋ],"绝望   If  you  accuse  someone  of  hand-wringing,  you  mean  that  they  are  expressing  sorrow  about  a  bad
situation but are saying that they are unable to change it."
410,homage,[ˈhɑmɪdʒ],"崇敬  Homage is respect shown toward someone or something you admire, or to a person in authority."
411,skittish,['skɪtɪʃ],easily frightened：  restive
412,discrete,[dɪ'skrit],clearly separate
413,synopses,[si'nɔpsi:z],提要  ，梗概  summary of a longer piece of writing or work
414,imperceptible,"[,ɪmpɚ'sɛptəbl]",难以察觉的  almost impossible to see or notice  ：  gradual
415,gradual,['ɡrædʒuəl],"逐渐的（难以察觉的）  moving, changing, or developing by fine or often imperceptible degrees：
imperceptible"
416,soft-spoken,['sɔft'spokən],"说话温和的     Someone who is soft-spoken has a quiet, gentle voice."
417,unprepossessing,"[,ʌnpriːpə'zesɪŋ]","If you describe someone or something as unprepossessing, you mean that they look rather plain or
ordinary, although they may have good or special qualities that are hidden  提示：务必记住这
个词的英文释义  ，不要查中文释义."
418,invention,[ɪnˈvɛnʃən],"虚构  If you refer to someone's account of something as an invention, you think that it is untrue and that
they have made it up."
419,posturing,[ˈpɑːstʃər],"1.(指观点或态度上)假装的姿态，装腔作势  when someone pretends to have a particular opinion or attitude
2.扭捏作态，做作的举止  when someone stands or moves in a way that they hope will make other people
notice and admire them"
420,tenor,[ˈtɛnɚ],"1.男高音 a male singing voice that can reach the range of notes below the lowest woman’s voice, or a man
with a voice like this         。
2.〔文章或讲话的〕大意，要旨  the general meaning of something written or spoken, or the general attitude
expressed in it"
421,diabolic,[ˌdaɪəˈbɑːlɪk],"非常糟糕的;  极度的;  可恶的    If you describe something as diabolic, you are emphasizing that it is very bad,
extreme, or unpleasant."
422,oblique,[əˈbliːk],"1.间接的，不直截了当的 not expressed in a direct way：  indirect
2.斜的，倾斜的 not looking, pointing etc directly at something"
423,itinerant,[aɪˈtɪnərənt],"〔尤指工作上〕巡回的；流动的  travelling from place to place, especially to work"
424,decisive,[dɪˈsaɪsɪv],"1.  果断的，决断.able to make choices quickly and confidently
2.  清晰明确的  definite and clear in a way that leaves no doubt;     very clear and obvious:
unmistakable , unquestionable"
425,catharsis,[kəˈθɑːrsɪs],"〔通过写作、谈话、演戏等进行的〕情感宣泄，精神发泄 the act or process of removing strong or violent
emotions by expressing them through writing, talking, acting etc"
426,reducible,[rɪˈduːsəbl],"可简化的  If you say that an idea, problem, or situation is not reducible to something simple, you mean
that it is complicated and cannot be described in a simple way."
427,open to,[ˈopən] [tuˌtə],"容易受到  (辱骂、批评)  的  ADJ If you say that a system, person, or idea is open to something such as abuse or criticism, you mean they might receive abuse or criticism because of their qualities, effects,
or actions."
428,sweeping,[ˈswipɪŋ],"1.  影响大的；范围广的  affecting many things, or making an important difference to something
They want to make sweeping changes to education policies.  他们想要对教育政策进行大刀阔斧的改革。
2.一概而论的说法/笼统的概括〔含贬义〕  a statement etc that is too general and that does not consider all
the facts"
429,wink,[wɪŋk],"眨眼示意  When you wink at someone, you look toward them and close one eye very briefly, usually as a
signal that something is a joke or a secret."
430,biotic,[baɪˈɑtɪk],生物的；有关生命的    of or relating to living organisms
431,abiotic,[ˌeɪbaɪˈɑːtɪk],非生物的，无生命的  devoid of life
432,hole,[hol],〔想法、计划等的〕漏洞，破绽，问题  a weak part or fault in something such as an idea or plan
433,wanting,[ˈwɔntɪŋ],"有欠缺的,不足的  something that is wanting lacks or misses something that it needs or something that you
expect it to have"
434,lag,[læɡ],"落后  If one thing or person lags behind another thing or person, their progress is slower than that of the
other thing or person."
435,opportunism,[ˌɑːpərˈtuːnɪzəm],"机会主义，投机取巧〔含贬义〕  using every opportunity to gain power, money, or unfair advantages：
self-interest"
436,canned,[kænd],"1.   千篇一律的；陈腐的  not original or special：    formulaic
2.   canned music/laughter     ：music or laughter that has been recorded and is used on television or in
radio programmes     〔在电视或电台节目中使用的〕预录音乐/笑声"
437,shoddy,[ˈʃɑdi],"1. made or done cheaply or carelessly  劣质的，粗制滥造的；
2. unfair and dishonest  不正当的，卑鄙的"
438,parch,[pɑrtʃ],"晒[吹]干；使极干燥  if the sun or wind parches something, it makes it very dry"
439,saddle,['sædl],"使承担〔苦差事〕saddle sb with sth
to make someone have a job or problem that is difficult or boring and that they do not want。  同义词：
burden，  encumber"
440,oracle,['ɔrəkl],"1.  圣贤；哲人 a person giving wise or authoritative decisions or opinions
2.  圣言；睿智的回答  an authoritative or wise expression or answer"
441,inquisitive,[ɪn'kwɪzətɪv],"1.  过分好奇的；爱打听的；好追根究底的  asking too many questions and trying to find out too many details about something or someone
2.  好问的，爱探究  interested in a lot of different things and wanting to find out more about them"
442,roister,['rɒɪstə],参与喧闹性娱乐;  狂欢  engage in noisy merrymaking; revel
443,ossify,[ˈɑ:sɪfaɪ],墨守成规；僵化 to become unwilling to consider new ideas or change your behaviour formal
444,fringe,[frɪndʒ],"次要的;  边缘的  ADJ Fringe groups or events are less important or popular than other related groups or
events."
445,censor,['sensər],"审查(书刊、剧本、信件等);  检查和删节  to examine in order to suppress or delete anything considered objectionable <censor the news>; also: to suppress or delete as objectionable <censor out indecent
passages>"
446,fetch,[fɛtʃ],"1.卖得，售得〔尤用于新闻报道〕  to be sold for a particular amount of money, especially at a public sale  – used especially in news reports
2.（去）拿来；（去）请来；（去）找来  to go and get something or someone and bring them back"
447,imposition,[ˌɪmpəˈzɪʃən],"1.〔规章  、惩罚、税种等的〕实施  the introduction of something such as a rule, punishment, tax etc 〔规章惩罚、税种等的〕实施
2.  过分的要求，无理要求  something that someone expects or asks you to do for them, which is not
convenient for you formal"
448,withhold,[wɪðˈhoʊld],拒绝给予、保留  to refuse to give someone something
449,self-imposed,[ˌsɛlfɪmˈpozd],"自愿承担的;  自己强加的  A self-imposed restriction, task, or situation is one that you have deliberately created or accepted for yourself.
She spent five years in self-imposed exile in Bolivia.  她在玻利维亚度过了五年的自我流放生活。"
450,disposed,[dɪˈspoʊzd],"愿意的  If you are disposed to do something, you are willing or eager to do it."
451,irrespective of sth,[ˌɪrɪˈspɛktɪv],"不受某事物影响；不考虑某事物；不问某事物  used when saying that a particular fact has no effect on a
situation and is not important"
452,dissent,[dɪ'sɛnt],【对官方决定或公认观点的】异议，意见分歧  refusal to agree with an official decision or accepted opinion.
453,the dubious honour/ distinction/ pleasure (of doing sth),['dubɪəs] ['ɒnə]/ [dɪ'stɪŋkʃən]/[ˈplɛʒɚ],"【做某事的】污名，耻辱，不幸  a dubious honour etc. is the opposite of an honour- used about something
unpleasant that happens."
454,modish,['modɪʃ],"〔思想、设计等〕新潮的，时髦的，流行的       modish ideas, designs etc are modern and fashionable"
455,recapitulate,['rikə'pɪtʃə'let],概括  to repeat the most important points as a summary.
456,patent,['pætnt],显而易见的  to indicate in an emphatic way that you think its nature or existence is clear and obvious.
